npm warn config ignoring workspace config at /app/apps/next-web/.npmrc
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:234:96: Strings not allowed in JSX files: "Need Different Options?" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:235:96: Strings not allowed in JSX files: "Generate new variations while keeping the same topic." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/UnifiedResults.tsx:245:34: Strings not allowed in JSX files: "Regenerate Package" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/CaptionCard.tsx:5:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/unified/cards/CaptionCard.tsx:67:92: Strings not allowed in JSX files: "94/100" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/ContentIdeasCard.tsx:23:68: Strings not allowed in JSX files: "Content Ideas" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/HashtagsCard.tsx:4:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/components/studio/unified/cards/HashtagsCard.tsx:37:68: Strings not allowed in JSX files: "Hashtags (30)" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/HashtagsCard.tsx:67:82: Strings not allowed in JSX files: "High-Volume Hashtags" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/HashtagsCard.tsx:83:82: Strings not allowed in JSX files: "Niche Hashtags" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/HashtagsCard.tsx:99:82: Strings not allowed in JSX files: "Branded Hashtags" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:14:101: Strings not allowed in JSX files: "Preview" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:20:75: Strings not allowed in JSX files: "your_brand" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:21:82: Strings not allowed in JSX files: "Original Audio" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:46:106: Strings not allowed in JSX files: "&ldquo;" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:47:71: Strings not allowed in JSX files: "...&rdquo;" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:64:80: Strings not allowed in JSX files: "1,234 likes" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:66:78: Strings not allowed in JSX files: "your_brand" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:67:73: Strings not allowed in JSX files: "..." [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:67:119: Strings not allowed in JSX files: "more" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/PreviewCard.tsx:70:107: Strings not allowed in JSX files: "Full Caption Preview:" [Error/react/jsx-no-literals]
/app/apps/next-web/src/components/studio/unified/cards/QuickActionsCard.tsx:13:91: Strings not allowed in JSX files: "Quick Actions" [Error/react/jsx-no-literals]
/app/apps/next-web/src/libs/styles/AppReactToastify.tsx:12:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/libs/styles/AppReactToastify.tsx:13:1: 'react-toastify' import is restricted from being used. Please use SystemMessageProvider and notify() from @platform/shared-ui instead. [Error/no-restricted-imports]
/app/apps/next-web/src/views/Login.tsx:32:1: `next-intl` import should occur before import of `@/shared/components/SystemMessageProvider` [Error/import/order]

370 problems
